name,software,description,label,
dfs.namenode.inotify.max.events.per.rpc,hdfs,Maximum number of events that will be sent to an inotify client in a single RPC response. The default value attempts to amortize away the overhead for this RPC while avoiding huge memory requirements for the client and NameNode (1000 events should consume no more than 1 MB.),performance,
dfs.user.home.dir.prefix,hdfs,The directory to prepend to user name to get the user's home direcotry.,environment,
dfs.datanode.cache.revocation.timeout.ms,hdfs,"When the DFSClient reads from a block file which the DataNode is caching, the DFSClient can skip verifying checksums. The DataNode will keep the block file in cache until the client is done. If the client takes an unusually long time, though, the DataNode may need to evict the block file from the cache anyway. This value controls how long the DataNode will wait for the client to release a replica that it is reading without checksums.",reliability,
dfs.datanode.cache.revocation.polling.ms,hdfs,How often the DataNode should poll to see if the clients have stopped using a replica that the DataNode wants to uncache.,reliability,
dfs.datanode.block.id.layout.upgrade.threads,hdfs,The number of threads to use when creating hard links from current to previous blocks during upgrade of a DataNode to block ID-based block layout (see HDFS-6482 for details on the layout).,performance,
dfs.storage.policy.enabled,hdfs,Allow users to change the storage policy on files and directories.,manageability,
dfs.namenode.legacy-oiv-image.dir,hdfs,"Determines where to save the namespace in the old fsimage format during checkpointing by standby NameNode or SecondaryNameNode. Users can dump the contents of the old format fsimage by oiv_legacy command. If the value is not specified, old format fsimage will not be saved in checkpoint.",environment,
dfs.namenode.top.enabled,hdfs,Enable nntop: reporting top users on namenode,manageability,
dfs.namenode.top.window.num.buckets,hdfs,Number of buckets in the rolling window implementation of nntop,performance,
dfs.namenode.top.num.users,hdfs,Number of top users returned by the top tool,manageability,
dfs.namenode.edekcacheloader.initial.delay.ms,hdfs,"When KeyProvider is configured, the time delayed until the first attempt to warm up edek cache on NN start up / become active.",reliability,
dfs.webhdfs.ugi.expire.after.access,hdfs,"How long in milliseconds after the last access the cached UGI will expire. With 0, never expire.",reliability,
dfs.namenode.blocks.per.postponedblocks.rescan,hdfs,Number of blocks to rescan for each iteration of postponedMisreplicatedBlocks.,performance,
dfs.datanode.block-pinning.enabled,hdfs,Whether pin blocks on favored DataNode.,reliability,
dfs.namenode.top.windows.minutes,hdfs,comma separated list of nntop reporting periods in minutes,reliability,
dfs.ha.zkfc.nn.http.timeout.ms,hdfs,"The HTTP connection and read timeout value (unit is ms ) when DFS ZKFC tries to get local NN thread dump after local NN becomes SERVICE_NOT_RESPONDING or SERVICE_UNHEALTHY. If it is set to zero, DFS ZKFC won't get local NN thread dump.",reliability,
dfs.namenode.quota.init-threads,hdfs,"The number of concurrent threads to be used in quota initialization. The speed of quota initialization also affects the namenode fail-over latency. If the size of name space is big, try increasing this.",performance,
dfs.datanode.transfer.socket.send.buffer.size,hdfs,"Socket send buffer size for DataXceiver (mirroring packets to downstream in pipeline). This may affect TCP connection throughput. If it is set to zero or negative value, no buffer size will be set explicitly, thus enable tcp auto-tuning on some system. The default value is 0.",performance,
dfs.datanode.transfer.socket.recv.buffer.size,hdfs,"Socket receive buffer size for DataXceiver (receiving packets from client during block writing). This may affect TCP connection throughput. If it is set to zero or negative value, no buffer size will be set explicitly, thus enable tcp auto-tuning on some system. The default value is 0.",performance,
dfs.client.block.write.locateFollowingBlock.initial.delay.ms,hdfs,"The initial delay (unit is ms) for locateFollowingBlock, the delay time will increase exponentially(double) for each retry.",reliability,
dfs.ha.zkfc.port,hdfs,RPC port for Zookeeper Failover Controller.,environment,
dfs.datanode.bp-ready.timeout,hdfs,The maximum wait time for datanode to be ready before failing the received request. Setting this to 0 fails requests right away if the datanode is not yet registered with the namenode. This wait time reduces initial request failures after datanode restart.,reliability,
dfs.datanode.cached-dfsused.check.interval.ms,hdfs,"The interval check time of loading DU_CACHE_FILE in each volume. When the cluster doing the rolling upgrade operations, it will usually lead dfsUsed cache file of each volume expired and redo the du operations in datanode and that makes datanode start slowly. Adjust this property can make cache file be available for the time as you want.",reliability,
dfs.webhdfs.rest-csrf.enabled,hdfs,"If true, then enables WebHDFS protection against cross-site request forgery (CSRF). The WebHDFS client also uses this property to determine whether or not it needs to send the custom CSRF prevention header in its HTTP requests.",security,
dfs.namenode.upgrade.domain.factor,hdfs,"This is valid only when block placement policy is set to BlockPlacementPolicyWithUpgradeDomain. It defines the number of unique upgrade domains any block's replicas should have. When the number of replicas is less or equal to this value, the policy ensures each replica has an unique upgrade domain. When the number of replicas is greater than this value, the policy ensures the number of unique domains is at least this value.",reliability,
dfs.webhdfs.rest-csrf.methods-to-ignore,hdfs,A comma-separated list of HTTP methods that do not require HTTP requests to include a custom header when protection against cross-site request forgery (CSRF) is enabled for WebHDFS by setting dfs.webhdfs.rest-csrf.enabled to true. The WebHDFS client also uses this property to determine whether or not it needs to send the custom CSRF prevention header in its HTTP requests.,security,
dfs.webhdfs.rest-csrf.custom-header,hdfs,The name of a custom header that HTTP requests must send when protection against cross-site request forgery (CSRF) is enabled for WebHDFS by setting dfs.webhdfs.rest-csrf.enabled to true. The WebHDFS client also uses this property to determine whether or not it needs to send the custom CSRF prevention header in its HTTP requests.,security,
dfs.xframe.enabled,hdfs,"If true, then enables protection against clickjacking by returning X_FRAME_OPTIONS header value set to SAMEORIGIN. Clickjacking protection prevents an attacker from using transparent or opaque layers to trick a user into clicking on a button or link on another page.",security,
dfs.xframe.value,hdfs,"This configration value allows user to specify the value for the X-FRAME-OPTIONS. The possible values for this field are DENY, SAMEORIGIN and ALLOW-FROM. Any other value will throw an exception when namenode and datanodes are starting up.",security,
dfs.http.client.retry.policy.enabled,hdfs,"If ""true"", enable the retry policy of WebHDFS client. If ""false"", retry policy is turned off. Enabling the retry policy can be quite useful while using WebHDFS to copy large files between clusters that could timeout, or copy files between HA clusters that could failover during the copy.",reliability,
dfs.http.client.retry.policy.spec,hdfs,"Specify a policy of multiple linear random retry for WebHDFS client, e.g. given pairs of number of retries and sleep time (n0, t0), (n1, t1), ..., the first n0 retries sleep t0 milliseconds on average, the following n1 retries sleep t1 milliseconds on average, and so on.",reliability,
dfs.http.client.failover.max.attempts,hdfs,Specify the max number of failover attempts for WebHDFS client in case of network exception.,reliability,
dfs.http.client.retry.max.attempts,hdfs,"Specify the max number of retry attempts for WebHDFS client, if the difference between retried attempts and failovered attempts is larger than the max number of retry attempts, there will be no more retries.",reliability,
dfs.webhdfs.rest-csrf.browser-useragents-regex,hdfs,"A comma-separated list of regular expressions used to match against an HTTP request's User-Agent header when protection against cross-site request forgery (CSRF) is enabled for WebHDFS by setting dfs.webhdfs.reset-csrf.enabled to true. If the incoming User-Agent matches any of these regular expressions, then the request is considered to be sent by a browser, and therefore CSRF prevention is enforced. If the request's User-Agent does not match any of these regular expressions, then the request is considered to be sent by something other than a browser, such as scripted automation. In this case, CSRF is not a potential attack vector, so the prevention is not enforced. This helps achieve backwards-compatibility with existing automation that has not been updated to send the CSRF prevention header.",security,
dfs.http.client.failover.sleep.max.millis,hdfs,Specify the upper bound of sleep time in milliseconds between retries or failovers for WebHDFS client.,reliability,
dfs.http.client.failover.sleep.base.millis,hdfs,Specify the base amount of time in milliseconds upon which the exponentially increased sleep time between retries or failovers is calculated for WebHDFS client.,reliability,
datanode.https.port,hdfs,HTTPS port for DataNode.,environment,
dfs.balancer.dispatcherThreads,hdfs,Size of the thread pool for the HDFS balancer block mover. dispatchExecutor,performance,
dfs.balancer.movedWinWidth,hdfs,Window of time in ms for the HDFS balancer tracking blocks and its locations.,performance,
dfs.balancer.moverThreads,hdfs,Thread pool size for executing block moves. moverThreadAllocator,performance,
dfs.balancer.max-size-to-move,hdfs,Maximum number of bytes that can be moved by the balancer in a single thread.,performance,
dfs.balancer.getBlocks.min-block-size,hdfs,Minimum block threshold size in bytes to ignore when fetching a source's block list.,performance,
dfs.balancer.getBlocks.size,hdfs,Total size in bytes of Datanode blocks to get when fetching a source's block list.,others,
dfs.balancer.block-move.timeout,hdfs,"Maximum amount of time in milliseconds for a block to move. If this is set greater than 0, Balancer will stop waiting for a block move completion after this time. In typical clusters, a 3 to 5 minute timeout is reasonable. If timeout happens to a large proportion of block moves, this needs to be increased. It could also be that too much work is dispatched and many nodes are constantly exceeding the bandwidth limit as a result. In that case, other balancer parameters might need to be adjusted. It is disabled (0) by default.",reliability,
dfs.balancer.max-no-move-interval,hdfs,"If this specified amount of time has elapsed and no block has been moved out of a source DataNode, on more effort will be made to move blocks out of this DataNode in the current Balancer iteration.",reliability,
dfs.block.invalidate.limit,hdfs,"The maximum number of invalidate blocks sent by namenode to a datanode per heartbeat deletion command. This property works with ""dfs.namenode.invalidate.work.pct.per.iteration"" to throttle block deletions.",performance,
dfs.block.misreplication.processing.limit,hdfs,Maximum number of blocks to process for initializing replication queues.,performance,
dfs.namenode.hosts.provider.classname,hdfs,"The class that provides access for host files. org.apache.hadoop.hdfs.server.blockmanagement.HostFileManager is used by default which loads files specified by dfs.hosts and dfs.hosts.exclude. If org.apache.hadoop.hdfs.server.blockmanagement.CombinedHostFileManager is used, it will load the JSON file defined in dfs.hosts. To change class name, nn restart is required. ""dfsadmin -refreshNodes"" only refreshes the configuration files used by the class.",others,
dfs.block.replicator.classname,hdfs,"Class representing block placement policy for non-striped files. There are four block placement policies currently being supported: BlockPlacementPolicyDefault, BlockPlacementPolicyWithNodeGroup, BlockPlacementPolicyRackFaultTolerant and BlockPlacementPolicyWithUpgradeDomain. BlockPlacementPolicyDefault chooses the desired number of targets for placing block replicas in a default way. BlockPlacementPolicyWithNodeGroup places block replicas on environment with node-group layer. BlockPlacementPolicyRackFaultTolerant places the replicas to more racks. BlockPlacementPolicyWithUpgradeDomain places block replicas that honors upgrade domain policy. The details of placing replicas are documented in the javadoc of the corresponding policy classes. The default policy is BlockPlacementPolicyDefault, and the corresponding class is org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicyDefault.",reliability,
dfs.checksum.type,hdfs,Checksum type,others,
dfs.client.block.write.locateFollowingBlock.retries,hdfs,Number of retries to use when finding the next block during HDFS writes.,reliability,
dfs.client.failover.proxy.provider,hdfs,"The prefix (plus a required nameservice ID) for the class name of the configured Failover proxy provider for the host. For more detailed information, please consult the ""Configuration Details"" section of the HDFS High Availability documentation.",others,
dfs.client.failover.random.order,hdfs,Determines if the failover proxies are picked in random order instead of the configured order. The prefix can be used with an optional nameservice ID (of form dfs.client.failover.random.order[.nameservice]) in case multiple nameservices exist and random order should be enabled for specific nameservices.,reliability,
dfs.client.key.provider.cache.expiry,hdfs,DFS client security key cache expiration in milliseconds.,security,
dfs.client.max.block.acquire.failures,hdfs,Maximum failures allowed when trying to get block information from a specific datanode.,reliability,
dfs.client.read.prefetch.size,hdfs,The number of bytes for the DFSClient will fetch from the Namenode during a read operation. Defaults to 10 * ${dfs.blocksize}.,performance,
dfs.client.read.short.circuit.replica.stale.threshold.ms,hdfs,Threshold in milliseconds for read entries during short-circuit local reads.,reliability,
dfs.client.read.shortcircuit.buffer.size,hdfs,Buffer size in bytes for short-circuit local reads.,performance,
dfs.client.replica.accessor.builder.classes,hdfs,"Comma-separated classes for building ReplicaAccessor. If the classes are specified, client will use external BlockReader that uses the ReplicaAccessor built by the builder.",reliability,
dfs.client.retry.interval-ms.get-last-block-length,hdfs,Retry interval in milliseconds to wait between retries in getting block lengths from the datanodes.,reliability,
dfs.client.retry.max.attempts,hdfs,Max retry attempts for DFSClient talking to namenodes.,reliability,
dfs.blockreport.incremental.intervalMsec,hdfs,"If set to a positive integer, the value in ms to wait between sending incremental block reports from the Datanode to the Namenode.",reliability,
dfs.client.retry.policy.spec,hdfs,Set to pairs of timeouts and retries for DFSClient.,reliability,
dfs.client.retry.times.get-last-block-length,hdfs,Number of retries for calls to fetchLocatedBlocksAndGetLastBlockLength().,reliability,
dfs.client.retry.window.base,hdfs,"Base time window in ms for DFSClient retries. For each retry attempt, this value is extended linearly (e.g. 3000 ms for first attempt and first retry, 6000 ms for second retry, 9000 ms for third retry, etc.).",reliability,
dfs.client.socket-timeout,hdfs,Default timeout value in milliseconds for all sockets.,reliability,
dfs.client.socketcache.capacity,hdfs,Socket cache capacity (in entries) for short-circuit reads.,performance,
dfs.client.socketcache.expiryMsec,hdfs,Socket cache expiration for short-circuit reads in msec.,reliability,
dfs.client.retry.policy.enabled,hdfs,"If true, turns on DFSClient retry policy.",reliability,
dfs.client.hedged.read.threadpool.size,hdfs,"Support 'hedged' reads in DFSClient. To enable this feature, set the parameter to a positive number. The threadpool size is how many threads to dedicate to the running of these 'hedged', concurrent reads in your client.",performance,
dfs.client.hedged.read.threshold.millis,hdfs,Configure 'hedged' reads in DFSClient. This is the number of milliseconds to wait before starting up a 'hedged' read.,performance,
dfs.client.use.legacy.blockreader,hdfs,"If true, use the RemoteBlockReader class for local read short circuit. If false, use the newer RemoteBlockReader2 class.",manageability,
dfs.client.write.byte-array-manager.count-limit,hdfs,The maximum number of arrays allowed for each array length.,reliability,
dfs.client.test.drop.namenode.response.number,hdfs,The number of Namenode responses dropped by DFSClient for each RPC call. Used for testing the NN retry cache.,reliability,
dfs.client.write.byte-array-manager.count-threshold,hdfs,"The count threshold for each array length so that a manager is created only after the allocation count exceeds the threshold. In other words, the particular array length is not managed until the allocation count exceeds the threshold.",performance,
dfs.client.write.byte-array-manager.count-reset-time-period-ms,hdfs,The time period in milliseconds that the allocation count for each array length is reset to zero if there is no increment.,reliability,
dfs.client.write.byte-array-manager.enabled,hdfs,"If true, enables byte array manager used by DFSOutputStream.",reliability,
dfs.content-summary.limit,hdfs,The maximum content summary counts allowed in one locking period. 0 or a negative number means no limit (i.e. no yielding).,reliability,
dfs.content-summary.sleep-microsec,hdfs,"The length of time in microseconds to put the thread to sleep, between reaquiring the locks in content summary computation.",reliability,
dfs.data.transfer.client.tcpnodelay,hdfs,"If true, set TCP_NODELAY to sockets for transferring data from DFS client.",manageability,
dfs.datanode.balance.max.concurrent.moves,hdfs,"Maximum number of threads for Datanode balancer pending moves. This value is reconfigurable via the ""dfsadmin -reconfig"" command.",performance,
dfs.datanode.fsdataset.factory,hdfs,The class name for the underlying storage that stores replicas for a Datanode. Defaults to org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetFactory.,others,
dfs.datanode.fsdataset.volume.choosing.policy,hdfs,"The class name of the policy for choosing volumes in the list of directories. Defaults to org.apache.hadoop.hdfs.server.datanode.fsdataset.RoundRobinVolumeChoosingPolicy. If you would like to take into account available disk space, set the value to ""org.apache.hadoop.hdfs.server.datanode.fsdataset.AvailableSpaceVolumeChoosingPolicy"".",others,
dfs.datanode.hostname,hdfs,Optional. The hostname for the Datanode containing this configuration file. Will be different for each machine. Defaults to current hostname.,environment,
dfs.datanode.lazywriter.interval.sec,hdfs,Interval in seconds for Datanodes for lazy persist writes.,reliability,
dfs.datanode.network.counts.cache.max.size,hdfs,The maximum number of entries the datanode per-host network error count cache may contain.,performance,
dfs.datanode.oob.timeout-ms,hdfs,"Timeout value when sending OOB response for each OOB type, which are OOB_RESTART, OOB_RESERVED1, OOB_RESERVED2, and OOB_RESERVED3, respectively. Currently, only OOB_RESTART is used.",reliability,
dfs.datanode.parallel.volumes.load.threads.num,hdfs,Maximum number of threads to use for upgrading data directories. The default value is the number of storage directories in the DataNode.,performance,
dfs.datanode.ram.disk.replica.tracker,hdfs,Name of the class implementing the RamDiskReplicaTracker interface. Defaults to org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.RamDiskReplicaLruTracker.,reliability,
dfs.datanode.restart.replica.expiration,hdfs,"During shutdown for restart, the amount of time in seconds budgeted for datanode restart.",reliability,
dfs.datanode.socket.reuse.keepalive,hdfs,"The window of time in ms before the DataXceiver closes a socket for a single request. If a second request occurs within that window, the socket can be reused.",reliability,
dfs.datanode.socket.write.timeout,hdfs,Timeout in ms for clients socket writes to DataNodes.,reliability,
dfs.datanode.sync.behind.writes.in.background,hdfs,"If set to true, then sync_file_range() system call will occur asynchronously. This property is only valid when the property dfs.datanode.sync.behind.writes is true.",manageability,
dfs.datanode.transferTo.allowed,hdfs,"If false, break block transfers on 32-bit machines greater than or equal to 2GB into smaller chunks.",performance,
dfs.ha.fencing.methods,hdfs,A list of scripts or Java classes which will be used to fence the Active NameNode during a failover. See the HDFS High Availability documentation for details on automatic HA configuration.,environment,
dfs.ha.standby.checkpoints,hdfs,"If true, a NameNode in Standby state periodically takes a checkpoint of the namespace, saves it to its local storage and then upload to the remote NameNode.",reliability,
dfs.ha.zkfc.port,hdfs,The port number that the zookeeper failover controller RPC server binds to.,environment,
dfs.http.port,hdfs,"The http port for used for Hftp, HttpFS, and WebHdfs file systems.",environment,
dfs.https.port,hdfs,The https port for used for Hsftp and SWebHdfs file systems.,environment,
dfs.journalnode.edits.dir,hdfs,The directory where the journal edit files are stored.,environment,
dfs.journalnode.kerberos.internal.spnego.principal,hdfs,Kerberos SPNEGO principal name used by the journal node.,security,
dfs.journalnode.kerberos.principal,hdfs,Kerberos principal name for the journal node.,security,
dfs.journalnode.keytab.file,hdfs,Kerberos keytab file for the journal node.,environment,
dfs.ls.limit,hdfs,"Limit the number of files printed by ls. If less or equal to zero, at most DFS_LIST_LIMIT_DEFAULT (= 1000) will be printed.",manageability,
dfs.mover.movedWinWidth,hdfs,"The minimum time interval, in milliseconds, that a block can be moved to another location again.",reliability,
dfs.mover.moverThreads,hdfs,Configure the balancer's mover thread pool size.,performance,
dfs.mover.retry.max.attempts,hdfs,The maximum number of retries before the mover consider the move failed.,reliability,
dfs.mover.max-no-move-interval,hdfs,"If this specified amount of time has elapsed and no block has been moved out of a source DataNode, on more effort will be made to move blocks out of this DataNode in the current Mover iteration.",reliability,
dfs.namenode.audit.log.async,hdfs,"If true, enables asynchronous audit log.",debuggability,
dfs.namenode.audit.log.token.tracking.id,hdfs,"If true, adds a tracking ID for all audit log events.",debuggability,
dfs.namenode.available-space-block-placement-policy.balanced-space-preference-fraction,hdfs,"Only used when the dfs.block.replicator.classname is set to org.apache.hadoop.hdfs.server.blockmanagement.AvailableSpaceBlockPlacementPolicy. Special value between 0 and 1, noninclusive. Increases chance of placing blocks on Datanodes with less disk space used.",performance,
dfs.namenode.backup.dnrpc-address,hdfs,Service RPC address for the backup Namenode.,environment,
dfs.namenode.delegation.token.always-use,hdfs,"For testing. Setting to true always allows the DT secret manager to be used, even if security is disabled.",security,
dfs.namenode.edits.asynclogging,hdfs,"If set to true, enables asynchronous edit logs in the Namenode. If set to false, the Namenode uses the traditional synchronous edit logs.",debuggability,
dfs.namenode.edits.dir.minimum,hdfs,"dfs.namenode.edits.dir includes both required directories (specified by dfs.namenode.edits.dir.required) and optional directories. The number of usable optional directories must be greater than or equal to this property. If the number of usable optional directories falls below dfs.namenode.edits.dir.minimum, HDFS will issue an error. This property defaults to 1.",reliability,
dfs.namenode.edits.journal-plugin,hdfs,"When FSEditLog is creating JournalManagers from dfs.namenode.edits.dir, and it encounters a URI with a schema different to ""file"" it loads the name of the implementing class from ""dfs.namenode.edits.journal-plugin.[schema]"". This class must implement JournalManager and have a constructor which takes (Configuration, URI).",others,
dfs.namenode.file.close.num-committed-allowed,hdfs,"Normally a file can only be closed with all its blocks are committed. When this value is set to a positive integer N, a file can be closed when N blocks are committed and the rest complete.",reliability,
dfs.namenode.inode.attributes.provider.class,hdfs,Name of class to use for delegating HDFS authorization.,environment,
dfs.namenode.inode.attributes.provider.bypass.users,hdfs,A list of user principals (in secure cluster) or user names (in insecure cluster) for whom the external attributes provider will be bypassed for all operations. This means file attributes stored in HDFS instead of the external provider will be used for permission checking and be returned when requested.,security,
dfs.namenode.max-num-blocks-to-log,hdfs,Puts a limit on the number of blocks printed to the log by the Namenode after a block report.,debuggability,
dfs.namenode.max.op.size,hdfs,Maximum opcode size in bytes.,manageability,
dfs.namenode.name.cache.threshold,hdfs,Frequently accessed files that are accessed more times than this threshold are cached in the FSDirectory nameCache.,performance,
dfs.namenode.replication.max-streams,hdfs,Hard limit for the number of highest-priority replication streams.,reliability,
dfs.namenode.replication.max-streams-hard-limit,hdfs,Hard limit for all replication streams.,reliability,
dfs.namenode.replication.pending.timeout-sec,hdfs,"Timeout in seconds for block replication. If this value is 0 or less, then it will default to 5 minutes.",reliability,
dfs.namenode.stale.datanode.minimum.interval,hdfs,"Minimum number of missed heartbeats intervals for a datanode to be marked stale by the Namenode. The actual interval is calculated as (dfs.namenode.stale.datanode.minimum.interval * dfs.heartbeat.interval) in seconds. If this value is greater than the property dfs.namenode.stale.datanode.interval, then the calculated value above is used.",reliability,
dfs.namenode.snapshot.capture.openfiles,hdfs,"If true, snapshots taken will have an immutable shared copy of the open files that have valid leases. Even after the open files grow or shrink in size, snapshot will always have the previous point-in-time version of the open files, just like all other closed files. Default is false. Note: The file length captured for open files in snapshot is whats recorded in NameNode at the time of snapshot and it may be shorter than what the client has written till then. In order to capture the latest length, the client can call hflush/hsync with the flag SyncFlag.UPDATE_LENGTH on the open files handles.",reliability,
dfs.namenode.snapshot.skip.capture.accesstime-only-change,hdfs,"If accessTime of a file/directory changed but there is no other modification made to the file/directory, the changed accesstime will not be captured in next snapshot. However, if there is other modification made to the file/directory, the latest access time will be captured together with the modification in next snapshot.",reliability,
dfs.pipeline.ecn,hdfs,"If true, allows ECN (explicit congestion notification) from the Datanode.",performance,
dfs.qjournal.accept-recovery.timeout.ms,hdfs,Quorum timeout in milliseconds during accept phase of recovery/synchronization for a specific segment.,reliability,
dfs.qjournal.finalize-segment.timeout.ms,hdfs,Quorum timeout in milliseconds during finalizing for a specific segment.,reliability,
dfs.qjournal.get-journal-state.timeout.ms,hdfs,Timeout in milliseconds when calling getJournalState(). JournalNodes.,reliability,
dfs.qjournal.new-epoch.timeout.ms,hdfs,Timeout in milliseconds when getting an epoch number for write access to JournalNodes.,reliability,
dfs.qjournal.prepare-recovery.timeout.ms,hdfs,Quorum timeout in milliseconds during preparation phase of recovery/synchronization for a specific segment.,reliability,
dfs.qjournal.queued-edits.limit.mb,hdfs,Queue size in MB for quorum journal edits.,performance,
dfs.qjournal.select-input-streams.timeout.ms,hdfs,Timeout in milliseconds for accepting streams from JournalManagers.,reliability,
dfs.qjournal.start-segment.timeout.ms,hdfs,Quorum timeout in milliseconds for starting a log segment.,debuggability,
dfs.qjournal.write-txns.timeout.ms,hdfs,Write timeout in milliseconds when writing to a quorum of remote journals.,reliability,
dfs.quota.by.storage.type.enabled,hdfs,"If true, enables quotas based on storage type.",manageability,
dfs.secondary.namenode.kerberos.principal,hdfs,Kerberos principal name for the Secondary NameNode.,security,
dfs.secondary.namenode.keytab.file,hdfs,Kerberos keytab file for the Secondary NameNode.,environment,
dfs.support.append,hdfs,Enables append support on the NameNode.,manageability,
dfs.web.authentication.filter,hdfs,Authentication filter class used for WebHDFS.,security,
dfs.web.authentication.simple.anonymous.allowed,hdfs,"If true, allow anonymous user to access WebHDFS. Set to false to disable anonymous authentication.",security,
dfs.webhdfs.netty.high.watermark,hdfs,High watermark configuration to Netty for Datanode WebHdfs.,performance,
dfs.webhdfs.netty.low.watermark,hdfs,Low watermark configuration to Netty for Datanode WebHdfs.,performance,
dfs.webhdfs.oauth2.access.token.provider,hdfs,Access token provider class for WebHDFS using OAuth2. Defaults to org.apache.hadoop.hdfs.web.oauth2.ConfCredentialBasedAccessTokenProvider.,security,
dfs.webhdfs.oauth2.client.id,hdfs,Client id used to obtain access token with either credential or refresh token.,environment,
dfs.webhdfs.oauth2.enabled,hdfs,"If true, enables OAuth2 in WebHDFS",security,
dfs.webhdfs.oauth2.refresh.url,hdfs,URL against which to post for obtaining bearer token with either credential or refresh token.,environment,
ssl.server.keystore.keypassword,hdfs,Keystore key password for HTTPS SSL configuration,security,
ssl.server.keystore.location,hdfs,Keystore location for HTTPS SSL configuration,environment,
ssl.server.keystore.password,hdfs,Keystore password for HTTPS SSL configuration,security,
dfs.balancer.keytab.enabled,hdfs,Set to true to enable login using a keytab for Kerberized Hadoop.,security,
dfs.balancer.address,hdfs,The hostname used for a keytab based Kerberos login. Keytab based login can be enabled with dfs.balancer.keytab.enabled.,environment,
dfs.balancer.keytab.file,hdfs,The keytab file used by the Balancer to login as its service principal. The principal name is configured with dfs.balancer.kerberos.principal. Keytab based login can be enabled with dfs.balancer.keytab.enabled.,environment,
dfs.balancer.kerberos.principal,hdfs,The Balancer principal. This is typically set to balancer/_HOST@REALM.TLD. The Balancer will substitute _HOST with its own fully qualified hostname at startup. The _HOST placeholder allows using the same configuration setting on different servers. Keytab based login can be enabled with dfs.balancer.keytab.enabled.,manageability,
ssl.server.truststore.location,hdfs,Truststore location for HTTPS SSL configuration,environment,
ssl.server.truststore.password,hdfs,Truststore password for HTTPS SSL configuration,security,
dfs.lock.suppress.warning.interval,hdfs,Instrumentation reporting long critical sections will suppress consecutive warnings within this interval.,reliability,
dfs.webhdfs.use.ipc.callq,hdfs,Enables routing of webhdfs calls through rpc call queue,manageability,
httpfs.buffer.size,hdfs,The size buffer to be used when creating or opening httpfs filesystem IO stream.,performance,
dfs.datanode.disk.check.min.gap,hdfs,The minimum gap between two successive checks of the same DataNode volume. This setting supports multiple time unit suffixes as described in dfs.heartbeat.interval. If no suffix is specified then milliseconds is assumed.,reliability,
dfs.datanode.disk.check.timeout,hdfs,Maximum allowed time for a disk check to complete during DataNode startup. If the check does not complete within this time interval then the disk is declared as failed. This setting supports multiple time unit suffixes as described in dfs.heartbeat.interval. If no suffix is specified then milliseconds is assumed.,reliability,
dfs.use.dfs.network.topology,hdfs,Enables DFSNetworkTopology to choose nodes for placing replicas.,manageability,
dfs.qjm.operations.timeout,hdfs,Common key to set timeout for related operations in QuorumJournalManager. This setting supports multiple time unit suffixes as described in dfs.heartbeat.interval. If no suffix is specified then milliseconds is assumed.,reliability,
dfs.reformat.disabled,hdfs,"Disable reformat of NameNode. If it's value is set to ""true"" and metadata directories already exist then attempt to format NameNode will throw NameNodeFormatException.",reliability,
