name,default,description,label
rng_dev_path,/dev/urandom,"The path to an RNG (Random Number Generator) device that will be used as the source of entropy on the host.  Since libvirt 1.3.4, any path (that returns random numbers when read) is accepted.  The recommended source of entropy is /dev/urandom -- it is non-blocking, therefore relatively fast; and avoids the limitations of /dev/random, which is a legacy interface.  For more details (and comparision between different RNG sources), refer to the 'Usage' section in the Linux kernel API documentation for [u]random: http://man7.org/linux/man-pages/man4/urandom.4.html and http://man7.org/linux/man-pages/man7/random.7.html.",environment
hw_machine_type,<None>,"For qemu or KVM guests, set this option to specify a default machine  type per host architecture. You can find a list of supported machine  types in your environment by checking the output of the 'virsh  capabilities' command. The format of the value for this config option is host-arch=machine-type. For example:  x86_64=machinetype1,armv7l=machinetype2",performance
sysinfo_serial,unique,"The data source used to the populate the host 'serial' UUID exposed to guest in the virtual BIOS. All choices except unique will change the serial when migrating the instance to another host. Changing the choice of this option will also affect existing instances on this host once they are stopped and started again. It is recommended to use the default choice (unique) since that will not change when an instance is migrated. However, if you have a need for per-host serials in addition to per-instance serial numbers, then consider restricting flavors via host aggregates.",security
mem_stats_period_seconds,10,A number of seconds to memory usage statistics period. Zero or negative value mean to disable memory usage statistics.,performance
uid_maps,'',List of uid targets and ranges.Syntax is guest-uid:host-uid:count. Maximum of 5 allowed.,manageability
gid_maps,'',List of guid targets and ranges.Syntax is guest-gid:host-gid:count. Maximum of 5 allowed.,manageability
realtime_scheduler_priority,1,In a realtime host context vCPUs for guest will run in that  scheduling priority. Priority depends on the host kernel (usually 1-99),performance
enabled_perf_events,'',"This will allow you to specify a list of events to monitor low-level performance of guests, and collect related statsitics via the libvirt driver, which in turn uses the Linux kernel's perf infrastructure. With this config attribute set, Nova will generate libvirt guest XML to monitor the specified events.  For more information, refer to the 'Performance monitoring events' section here: https://libvirt.org/formatdomain.html#elementsPerf.  And here: https://libvirt.org/html/libvirt-libvirt-domain.html -- look for VIR_PERF_PARAM_*",manageability
num_pcie_ports,0,The number of PCIe ports an instance will get.,performance
file_backed_memory,0,Available capacity in MiB for file-backed memory.,environment
images_type,default,VM Images format.,environment
images_volume_group,<None>,"LVM Volume Group that is used for VM images, when you specify images_type=lvm",manageability
sparse_logical_volumes,FALSE,Create sparse logical volumes (with virtualsize) if this flag is set to True.,manageability
images_rbd_pool,rbd,The RADOS pool in which rbd volumes are stored,performance
images_rbd_ceph_conf,'',Path to the ceph configuration file to use,environment
hw_disk_discard,<None>,Discard option for nova managed disks.,reliability
image_info_filename_pattern,$instances_path/$image_cache_subdirectory_name/%(image)s.info,Allows image information files to be stored in non-standard locations,environment
remove_unused_resized_minimum_age_seconds,3600,Unused resized base images younger than this will not be removed,manageability
checksum_base_images,FALSE,Write a checksum for files in _base to disk,manageability
checksum_interval_seconds,3600,How frequently to checksum base images,reliability
volume_clear,zero,Method used to wipe ephemeral disks when they are deleted. Only takes effect if LVM is set as backing storage.,performance
volume_clear_size,0,"Size of area in MiB, counting from the beginning of the allocated volume, that will be cleared using method set in volume_clear option.",performance
snapshot_compression,FALSE,Enable snapshot compression for qcow2 images.,performance
use_virtio_for_bridges,TRUE,Use virtio for bridge interfaces with KVM/QEMU,manageability
volume_use_multipath,FALSE,Use multipath connection of the iSCSI or FC volume,performance
num_volume_scan_tries,5,Number of times to scan given storage protocol to find volume.,reliability
num_aoe_discover_tries,3,Number of times to rediscover AoE target to find volume.,performance
iscsi_iface,<None>,The iSCSI transport iface to use to connect to target in case offload support is desired.,security
num_iser_scan_tries,5,Number of times to scan iSER target to find volume.,performance
iser_use_multipath,FALSE,Use multipath connection of the iSER volume.,security
rbd_user,<None>,The RADOS client name for accessing rbd(RADOS Block Devices) volumes.,security
rbd_secret_uuid,<None>,The libvirt UUID of the secret for the rbd_user volumes.,security
nfs_mount_point_base,$state_path/mnt,Directory where the NFS volume is mounted on the compute node. The default is 'mnt' directory of the location where nova's Python module is installed.,environment
nfs_mount_options,<None>,Mount options passed to the NFS client. See section of the nfs man page for details.,manageability
quobyte_mount_point_base,$state_path/mnt,Directory where the Quobyte volume is mounted on the compute node.,manageability
quobyte_client_cfg,<None>,Path to a Quobyte Client configuration file.,environment
smbfs_mount_point_base,$state_path/mnt,Directory where the SMBFS shares are mounted on the compute node.,environment
smbfs_mount_options,'',Mount options passed to the SMBFS client.,manageability
remote_filesystem_transport,ssh,libvirt's transport method for remote file operations.,environment
vzstorage_mount_point_base,$state_path/mnt,Directory where the Virtuozzo Storage clusters are mounted on the compute node.,performance
vzstorage_mount_user,stack,Mount owner user name.,others
vzstorage_mount_group,qemu,Mount owner group name.,environment
vzstorage_mount_perms,770,Mount access mode.,security
vzstorage_log_path,/var/log/vstorage/%(cluster_name)s/nova.log.gz,Path to vzstorage client log.,debuggability
vzstorage_cache_path,<None>,Path to the SSD cache file.,environment
vzstorage_mount_opts,'',Extra mount options for pstorage-mount,performance
rx_queue_size,<None>,Configure virtio rx queue size.,performance
tx_queue_size,<None>,Configure virtio tx queue size.,performance
num_nvme_discover_tries,5,Number of times to rediscover NVMe target to find volume,performance
weight_multiplier,1,"When using metrics to weight the suitability of a host, you can use this option to change how the calculated weight influences the weight assigned to a host as follows:",performance
weight_setting,'',"This setting specifies the metrics to be weighed and the relative ratios for each metric. This should be a single string value, consisting of a series of one or more 'name=ratio' pairs, separated by commas, where 'name' is the name of the metric to be weighed, and 'ratio' is the relative weight for that metric.",manageability
required,TRUE,"This setting determines how any unavailable metrics are treated. If this option is set to True, any hosts for which a metric is unavailable will raise an exception, so it is recommended to also use the MetricFilter to filter out those hosts before weighing.",manageability
weight_of_unavailable,-10000,"When any of the following conditions are met, this value will be used in place of any actual metric value:",manageability
mksproxy_base_url,http://127.0.0.1:6090/,Location of MKS web console proxy,environment
enabled,FALSE,Enables graphical console access for virtual machines.,manageability
url,http://127.0.0.1:9696,"This option has a sample default set, which means that its actual default value may vary from the one documented above.",environment
ovs_bridge,br-int,Default name for the Open vSwitch integration bridge.,environment
default_floating_pool,nova,Default name for the floating IP pool.,others
extension_sync_interval,600,Integer value representing the number of seconds to wait before querying Neutron for extensions.  After this number of seconds the next time Nova needs to create a resource in Neutron it will requery Neutron for the extensions that it has loaded.  Setting value to 0 will refresh the extensions with no wait.,reliability
physnets,'',List of physnets present on this host.,security
http_retries,3,Number of times neutronclient should retry on any failed http call.,reliability
service_metadata_proxy,FALSE,"When set to True, this option indicates that Neutron will be used to proxy metadata requests and resolve instance ids. Otherwise, the instance ID must be passed to the metadata request in the 'X-Instance-ID' header.",manageability
metadata_proxy_shared_secret,'',"This option holds the shared secret string used to validate proxy requests to Neutron metadata requests. In order to be used, the 'X-Metadata-Provider-Signature' header must be supplied in the request.",security
cafile,<None>,PEM encoded Certificate Authority to use when verifying HTTPs connections.,manageability
certfile,<None>,PEM encoded client certificate cert file,environment
keyfile,<None>,PEM encoded client certificate key file,environment
insecure,FALSE,Verify HTTPS connections.,manageability
timeout,<None>,Timeout value for http requests,reliability
collect_timing,FALSE,Collect per-API call timing information.,debuggability
split_loggers,FALSE,Log requests to multiple loggers.,debuggability
auth_type,<None>,Authentication type to load,security
auth_section,<None>,Config Section from which to load plugin specific options,environment
auth_url,<None>,Authentication URL,security
system_scope,<None>,Scope for system operations,environment
domain_id,<None>,Domain ID to scope to,environment
domain_name,<None>,Domain name to scope to,others
project_id,<None>,Project ID to scope to,environment
project_name,<None>,Project name to scope to,others
project_domain_id,<None>,Domain ID containing project,others
project_domain_name,<None>,Domain name containing project,others
trust_id,<None>,Trust ID,security
default_domain_id,<None>,Optional domain ID to use with v3 and v2 parameters. It will be used  for both the user and project domain in v3 and ignored in v2  authentication.,manageability
default_domain_name,<None>,Optional domain name to use with v3 API and v2 parameters. It will be used for both the user and project domain in v3 and ignored in v2  authentication.,environment
user_id,<None>,User ID,others
username,<None>,Username,others
user_domain_id,<None>,User's domain id,others
user_domain_name,<None>,User's domain name,environment
password,<None>,User's password,security
tenant_id,<None>,Tenant ID,environment
tenant_name,<None>,Tenant Name,others
service_type,network,The default service_type for endpoint URL discovery.,environment
service_name,<None>,The default service_name for endpoint URL discovery.,others
valid_interfaces,"internal,public","List of interfaces, in order of preference, for endpoint URL.",manageability
region_name,<None>,The default region_name for endpoint URL discovery.,others
endpoint_override,<None>,"Always use this endpoint URL for requests for this client. NOTE: The  unversioned endpoint should be specified here; to request a particular  API version, use the version, min-version, and/or max-version options.",manageability
notify_on_state_change,<None>,"If set, send compute.instance.update notifications on instance state changes.",manageability
default_level,INFO,Default notification level for outgoing notifications.,debuggability
notification_format,both,Specifies which notification format shall be used by nova.,manageability
versioned_notifications_topics,versioned_notifications,Specifies the topics for the versioned notifications issued by nova.,manageability
bdms_in_notifications,FALSE,"If enabled, include block device information in the versioned notification payload. Sending block device information is disabled by default as providing that information can incur some overhead on the system since the information may need to be loaded from the database.",debuggability
project_id_regex,<None>,"This option is a string representing a regular expression (regex) that matches the project_id as contained in URLs. If not set, it will match normal UUIDs created by keystone.",environment
disable_process_locking,FALSE,Enables or disables inter-process locks.,security
lock_path,<None>,"Directory to use for lock files.  For security, the specified  directory should only be writable by the user running the processes that need locking. Defaults to environment variable OSLO_LOCK_PATH. If  external locks are used, a lock path must be set.",security
container_name,<None>,Name for the AMQP container. must be globally unique. Defaults to a generated UUID,others
idle_timeout,0,Timeout for inactive connections (in seconds),reliability
trace,FALSE,Debug: dump AMQP frames to stdout,manageability
ssl,FALSE,"Attempt to connect via SSL. If no other ssl-related parameters are  given, it will use the system's CA-bundle to verify the server's  certificate.",security
ssl_ca_file,'',CA certificate PEM file used to verify the server's certificate,security
ssl_cert_file,'',Self-identifying certificate PEM file for client authentication,security
ssl_key_file,'',Private key PEM file used to sign ssl_cert_file certificate (optional),environment
ssl_key_password,<None>,Password for decrypting ssl_key_file (if encrypted),security
ssl_verify_vhost,FALSE,"By default SSL checks that the name in the server's certificate  matches the hostname in the transport_url. In some configurations it may be preferable to use the virtual hostname instead, for example if the  server uses the Server Name Indication TLS extension (rfc6066) to  provide a certificate per virtual host. Set ssl_verify_vhost to True if  the server's SSL certificate uses the virtual host name instead of the  DNS name.",security
sasl_mechanisms,'',Space separated list of acceptable SASL mechanisms,security
sasl_config_dir,'',Path to directory that contains the SASL configuration,environment
sasl_config_name,'',Name of configuration file (without .conf suffix),security
sasl_default_realm,'',SASL realm to use if no realm present in username,security
connection_retry_interval,1,Seconds to pause before attempting to re-connect.,reliability
connection_retry_backoff,2,Increase the connection_retry_interval by this many seconds after each unsuccessful failover attempt.,reliability
connection_retry_interval_max,30,Maximum limit for connection_retry_interval + connection_retry_backoff,reliability
link_retry_delay,10,Time to pause between re-connecting an AMQP 1.0 link that failed due to a recoverable error.,reliability
default_reply_retry,0,The maximum number of attempts to re-send a reply message which failed due to a recoverable error.,reliability
default_reply_timeout,30,The deadline for an rpc reply message delivery.,reliability
default_send_timeout,30,The deadline for an rpc cast or call message delivery. Only used when caller does not provide a timeout expiry.,reliability
default_notify_timeout,30,The deadline for a sent notification message delivery. Only used when caller does not provide a timeout expiry.,reliability
default_sender_link_timeout,600,The duration to schedule a purge of idle sender links. Detach link after expiry.,reliability
addressing_mode,dynamic,Indicates the addressing mode used by the driver. Permitted values: 'legacy'   - use legacy non-routable addressing 'routable' - use routable addresses 'dynamic'  - use legacy addresses if the message bus does not support routing otherwise use routable addressing,security
pseudo_vhost,TRUE,"Enable virtual host support for those message buses that do not  natively support virtual hosting (such as qpidd). When set to true the  virtual host name will be added to all message bus addresses,  effectively creating a private 'subnet' per virtual host. Set to False  if the message bus supports virtual hosting using the 'hostname' field  in the AMQP 1.0 Open performative as the name of the virtual host.",security
server_request_prefix,exclusive,address prefix used when sending to a specific server,manageability
broadcast_prefix,broadcast,address prefix used when broadcasting to all servers,manageability
group_request_prefix,unicast,address prefix when sending to any server in group,manageability
rpc_address_prefix,openstack.org/om/rpc,Address prefix for all generated RPC addresses,others
notify_address_prefix,openstack.org/om/notify,Address prefix for all generated Notification addresses,manageability
multicast_address,multicast,Appended to the address prefix when sending a fanout message. Used by the message bus to identify fanout messages.,manageability
unicast_address,unicast,Appended to the address prefix when sending to a particular  RPC/Notification server. Used by the message bus to identify messages  sent to a single destination.,environment
anycast_address,anycast,Appended to the address prefix when sending to a group of consumers.  Used by the message bus to identify messages that should be delivered in a round-robin fashion across consumers.,environment
default_notification_exchange,<None>,Exchange name used in notification addresses. Exchange name resolution precedence: Target.exchange if set else default_notification_exchange if set else control_exchange if set else 'notify',reliability
default_rpc_exchange,<None>,Exchange name used in RPC addresses. Exchange name resolution precedence: Target.exchange if set else default_rpc_exchange if set else control_exchange if set else 'rpc',security
reply_link_credit,200,Window size for incoming RPC Reply messages.,reliability
rpc_server_credit,100,Window size for incoming RPC Request messages,performance
notify_server_credit,100,Window size for incoming Notification messages,manageability
pre_settled,rpc-cast,Send messages of this type pre-settled. Pre-settled messages will not receive acknowledgement from the peer. Note well: pre-settled messages may be silently discarded if the delivery fails. Permitted values: 'rpc-call' - send RPC Calls pre-settled 'rpc-reply'- send RPC Replies pre-settled 'rpc-cast' - Send RPC Casts pre-settled 'notify'   - Send Notifications pre-settled,reliability
kafka_max_fetch_bytes,1048576,Max fetch bytes of Kafka consumer,performance
kafka_consumer_timeout,1,Default timeout(s) for Kafka consumers,reliability
pool_size,10,Pool Size for Kafka Consumers,performance
conn_pool_min_size,2,The pool size limit for connections expiration policy,reliability
conn_pool_ttl,1200,The time-to-live in sec of idle connections in the pool,reliability
consumer_group,oslo_messaging_consumer,Group id for Kafka consumer. Consumers in one group will coordinate message consumption,performance
producer_batch_timeout,0,Upper bound on the delay for KafkaProducer batching in seconds,reliability
producer_batch_size,16384,Size of batch for the producer async send,performance
enable_auto_commit,FALSE,Enable asynchronous consumer commits,performance
max_poll_records,500,The maximum number of records returned in a poll call,reliability
security_protocol,PLAINTEXT,Protocol used to communicate with brokers,security
sasl_mechanism,PLAIN,Mechanism when security protocol is SASL,security
ssl_cafile,'',CA certificate PEM file used to verify the server certificate,security
driver,'',"The Drivers(s) to handle sending notifications. Possible values are messaging, messagingv2, routing, log, test, noop",environment
transport_url,<None>,"A URL representing the messaging driver to use for notifications. If  not set, we fall back to the same configuration used for RPC.",environment
topics,notifications,AMQP topic used for OpenStack notifications.,manageability
retry,-1,"The maximum number of attempts to re-send a notification message  which failed to be delivered due to a recoverable error. 0 - No retry,  -1 - indefinite",reliability
amqp_durable_queues,FALSE,Use durable queues in AMQP.,security
amqp_auto_delete,FALSE,Auto-delete queues in AMQP.,manageability
ssl,FALSE,Connect over SSL.,security
ssl_version,'',"SSL version to use (valid only if SSL enabled). Valid values are  TLSv1 and SSLv23. SSLv2, SSLv3, TLSv1_1, and TLSv1_2 may be available on some distributions.",security
ssl_key_file,'',SSL key file (valid only if SSL enabled).,security
ssl_cert_file,'',SSL cert file (valid only if SSL enabled).,security
ssl_ca_file,'',SSL certification authority file (valid only if SSL enabled).,security
kombu_reconnect_delay,1,How long to wait before reconnecting in response to an AMQP consumer cancel notification.,reliability
kombu_compression,<None>,"EXPERIMENTAL: Possible values are: gzip, bz2. If not set compression  will not be used. This option may not be available in future versions.",performance
kombu_missing_consumer_retry_timeout,60,How long to wait a missing client before abandoning to send it its  replies. This value should not be longer than rpc_response_timeout.,reliability
kombu_failover_strategy,round-robin,Determines how the next RabbitMQ node is chosen in case the one we  are currently connected to becomes unavailable. Takes effect only if  more than one RabbitMQ node is provided in config.,reliability
rabbit_login_method,AMQPLAIN,The RabbitMQ login method.,debuggability
rabbit_retry_interval,1,How frequently to retry connecting with RabbitMQ.,reliability
rabbit_retry_backoff,2,How long to backoff for between retries when connecting to RabbitMQ.,reliability
rabbit_interval_max,30,Maximum interval of RabbitMQ connection retries. Default is 30 seconds.,reliability
rabbit_ha_queues,FALSE,"Try to use HA queues in RabbitMQ (x-ha-policy: all). If you change  this option, you must wipe the RabbitMQ database. In RabbitMQ 3.0, queue mirroring is no longer controlled by the x-ha-policy argument when  declaring a queue. If you just want to make sure that all queues (except those with auto-generated names) are mirrored across all nodes, run:  'rabbitmqctl set_policy HA '^(?!amq.).*' '{'ha-mode': 'all'}' '",manageability
rabbit_transient_queues_ttl,1800,Positive integer representing duration in seconds for queue TTL  (x-expires). Queues which are unused for the duration of the TTL are  automatically deleted. The parameter affects only reply and fanout  queues.,performance
rabbit_qos_prefetch_count,0,Specifies the number of messages to prefetch. Setting to zero allows unlimited messages.,reliability
heartbeat_timeout_threshold,60,Number of seconds after which the Rabbit broker is considered down if heartbeat's keep-alive fails (0 disable the heartbeat). EXPERIMENTAL,reliability
heartbeat_rate,2,How often times during the heartbeat_timeout_threshold we check the heartbeat.,reliability
max_request_body_size,114688,"The maximum body size for each  request, in bytes.",reliability
secure_proxy_ssl_header,X-Forwarded-Proto,"The HTTP Header that will be used to determine what the original  request protocol scheme was, even if it was hidden by a SSL termination  proxy.",security
enable_proxy_headers_parsing,FALSE,Whether the application is behind a proxy or not. This determines if the middleware should parse the headers or not.,manageability
enforce_scope,FALSE,"This option controls whether or not to enforce scope when evaluating policies. If True, the scope of the token used in the request is compared to the scope_types of the policy being enforced. If the scopes do not match, an InvalidScope exception will be raised. If False, a message will be logged informing operators that policies are being invoked with mismatching scope.",manageability
policy_file,policy.json,The file that defines policies.,manageability
policy_default_rule,default,Default rule. Enforced when a requested rule is not found.,reliability
policy_dirs,policy.d,"Directories where policy configuration files are stored. They can be  relative to any directory in the search path defined by the config_dir  option, or absolute paths. The file defined by policy_file must exist  for these directories to be searched.  Missing or empty directories are  ignored.",environment
remote_content_type,application/x-www-form-urlencoded,Content Type to send and receive data for REST based policy check,manageability
remote_ssl_verify_server_crt,FALSE,server identity verification for REST based policy check,security
remote_ssl_ca_crt_file,<None>,Absolute path to ca cert file for REST based policy check,environment
remote_ssl_client_crt_file,<None>,Absolute path to client cert for REST based policy check,environment
remote_ssl_client_key_file,<None>,Absolute path client key file REST based policy check,environment
alias,'',An alias for a PCI passthrough device requirement.,others
passthrough_whitelist,'',White list of PCI devices available to VMs.,manageability
randomize_allocation_candidates,FALSE,"If True, when limiting allocation candidate results, the results will be a random sampling of the full result set. If False, allocation candidates are returned in a deterministic but undefined order. That is, all things being equal, two requests for allocation candidates will return the same results in the same order; but no guarantees are made as to how that order is determined.",performance
policy_file,placement-policy.yaml,The file that defines placement policies. This can be an absolute path or relative to the configuration file.,environment
incomplete_consumer_project_id,00000000-0000-0000-0000-000000000000,"Early API microversions (<1.8) allowed creating allocations and not specifying a project or user identifier for the consumer. In cleaning up the data modeling, we no longer allow missing project and user information. If an older client makes an allocation, we'll use this in place of the information it doesn't provide.",debuggability
incomplete_consumer_user_id,00000000-0000-0000-0000-000000000000,"Early API microversions (<1.8) allowed creating allocations and not specifying a project or user identifier for the consumer. In cleaning up the data modeling, we no longer allow missing project and user information. If an older client makes an allocation, we'll use this in place of the information it doesn't provide.",reliability
cafile,<None>,PEM encoded Certificate Authority to use when verifying HTTPs connections.,manageability
certfile,<None>,PEM encoded client certificate cert file,environment
keyfile,<None>,PEM encoded client certificate key file,environment
insecure,FALSE,Verify HTTPS connections.,manageability
timeout,<None>,Timeout value for http requests,reliability
collect_timing,FALSE,Collect per-API call timing information.,debuggability
split_loggers,FALSE,Log requests to multiple loggers.,debuggability
auth_type,<None>,Authentication type to load,security
auth_section,<None>,Config Section from which to load plugin specific options,environment
auth_url,<None>,Authentication URL,security
system_scope,<None>,Scope for system operations,environment
domain_id,<None>,Domain ID to scope to,environment
domain_name,<None>,Domain name to scope to,others
project_id,<None>,Project ID to scope to,environment
project_name,<None>,Project name to scope to,others
project_domain_id,<None>,Domain ID containing project,others
project_domain_name,<None>,Domain name containing project,others
trust_id,<None>,Trust ID,security
default_domain_id,<None>,Optional domain ID to use with v3 and v2 parameters. It will be used  for both the user and project domain in v3 and ignored in v2  authentication.,manageability
default_domain_name,<None>,Optional domain name to use with v3 API and v2 parameters. It will be used for both the user and project domain in v3 and ignored in v2  authentication.,environment
user_id,<None>,User ID,others
username,<None>,Username,others
user_domain_id,<None>,User's domain id,others
user_domain_name,<None>,User's domain name,environment
password,<None>,User's password,security
tenant_id,<None>,Tenant ID,environment
tenant_name,<None>,Tenant Name,others
service_type,placement,The default service_type for endpoint URL discovery.,environment
service_name,<None>,The default service_name for endpoint URL discovery.,others
valid_interfaces,"internal,public","List of interfaces, in order of preference, for endpoint URL.",manageability
region_name,<None>,The default region_name for endpoint URL discovery.,others
endpoint_override,<None>,"Always use this endpoint URL for requests for this client. NOTE: The  unversioned endpoint should be specified here; to request a particular  API version, use the version, min-version, and/or max-version options.",manageability
connection,<None>,The SQLAlchemy connection string to use to connect to the database.,manageability
connection_parameters,'',Optional URL parameters to append onto the connection URL at connect time; specify as param1=value1&param2=value2&',manageability
sqlite_synchronous,TRUE,"If True, SQLite uses synchronous mode.",reliability
slave_connection,<None>,The SQLAlchemy connection string to use to connect to the slave database.,environment
mysql_sql_mode,TRADITIONAL,"The SQL mode to be used for MySQL sessions. This option, including  the default, overrides any server-set SQL mode. To use whatever SQL mode is set by the server configuration, set this to no value. Example:  mysql_sql_mode=",security
connection_recycle_time,3600,Connections which have been present in the connection pool longer  than this number of seconds will be replaced with a new one the next  time they are checked out from the pool.,reliability
max_pool_size,<None>,Maximum number of SQL connections to keep open in a pool. Setting a value of 0 indicates no limit.,reliability
max_retries,10,Maximum number of database connection retries during startup. Set to -1 to specify an infinite retry count.,reliability
retry_interval,10,Interval between retries of opening a SQL connection.,reliability
max_overflow,<None>,"If set, use this value for max_overflow with SQLAlchemy.",performance
connection_debug,0,"Verbosity of SQL debugging information: 0=None, 100=Everything.",debuggability
connection_trace,FALSE,Add Python stack traces to SQL as comment strings.,manageability
pool_timeout,<None>,"If set, use this value for pool_timeout with SQLAlchemy.",reliability
proc_units_factor,0.1,"Factor used to calculate the amount of physical processor compute power given to each vCPU. E.g. A value of 1.0 means a whole physical processor, whereas 0.05 means 1/20th of a physical processor.",performance
disk_driver,localdisk,The disk driver to use for PowerVM disks. PowerVM provides support for localdisk and PowerVM Shared Storage Pool disk drivers.,environment
volume_group_name,'',"Volume Group to use for block device operations. If disk_driver is localdisk, then this attribute must be specified. It is strongly recommended NOT to use rootvg since that is used by the management partition and filling it will cause failures.",manageability
user,<None>,User that the privsep daemon should run as.,others
group,<None>,Group that the privsep daemon should run as.,manageability
capabilities,[],List of Linux capabilities retained by the privsep daemon.,others
thread_pool_size,8,The number of threads available for privsep to concurrently run processes. Defaults to the number of CPU cores in the system.,performance
helper_command,<None>,"Command to invoke to start the privsep daemon if not using the 'fork' method. If not specified, a default is generated using 'sudo  privsep-helper' and arguments designed to recreate the current  configuration. This command must accept suitable --privsep_context and  --privsep_sock_path arguments.",manageability
enabled,FALSE,Enable the profiling for all services on this node.,manageability
trace_sqlalchemy,FALSE,Enable SQL requests profiling in services.,debuggability
hmac_keys,SECRET_KEY,Secret key(s) to use for encrypting context data for performance profiling.,security
connection_string,messaging://,Connection string for a notifier backend.,environment
es_doc_type,notification,Document type for notification indexing in elasticsearch.,manageability
es_scroll_time,2m,"This parameter is a time value parameter (for example: es_scroll_time=2m), indicating for how long the nodes that participate in the search will maintain relevant resources in order to continue and support it.",manageability
es_scroll_size,10000,Elasticsearch splits large requests in batches. This parameter defines maximum size of each batch (for example: es_scroll_size=10000).,performance
socket_timeout,0.1,Redissentinel provides a timeout option on the connections. This parameter defines that timeout (for example: socket_timeout=0.1).,reliability
sentinel_service_name,mymaster,Redissentinel uses a service name to identify a master redis service. This parameter defines the name (for example: sentinal_service_name=mymaster).,environment
filter_error_trace,FALSE,Enable filter traces that contain error/exception to a separated place.,debuggability
instances,10,The number of instances allowed per project.,manageability
cores,20,The number of instance cores or vCPUs allowed per project.,performance
ram,51200,The number of megabytes of instance RAM allowed per project.,performance
floating_ips,10,The number of floating IPs allowed per project.,manageability
fixed_ips,-1,The number of fixed IPs allowed per project.,manageability
metadata_items,128,The number of metadata items allowed per instance.,manageability
injected_files,5,The number of injected files allowed.,performance
injected_file_content_bytes,10240,The number of bytes allowed per injected file.,performance
injected_file_path_length,255,The maximum allowed injected file path length.,reliability
security_groups,10,The number of security groups per project.,performance
security_group_rules,20,The number of security rules per security group.,manageability
key_pairs,100,The maximum number of key pairs allowed per user.,security
server_groups,10,The maxiumum number of server groups per project.,manageability
server_group_members,10,The maximum number of servers per server group.,manageability
driver,nova.quota.DbQuotaDriver,Provides abstraction for quota checks. Users can configure a specific driver to use for quota checks.,manageability
recheck_quota,TRUE,Recheck quota after resource creation to prevent allowing quota to be exceeded.,performance
enabled,FALSE,Enable Remote Desktop Protocol (RDP) related features.,manageability
html5_proxy_base_url,http://127.0.0.1:6083/,The URL an end user would use to connect to the RDP HTML5 console proxy. The console proxy service is called with this token-embedded URL and establishes the connection to the proper instance.,environment
host,<None>,Debug host (IP or name) to connect to. This command line parameter is used when you want to connect to a nova service via a debugger running on a different host.,environment
port,<None>,Debug port to connect to. This command line parameter allows you to specify the port you want to use to connect to a nova service via a debugger running on different host.,environment
driver,filter_scheduler,"The class of the driver used by the scheduler. This should be chosen from one of the entrypoints under the namespace 'nova.scheduler.driver' of file 'setup.cfg'. If nothing is specified in this option, the 'filter_scheduler' is used.",others
periodic_task_interval,60,Periodic task interval.,reliability
max_attempts,3,"This is the maximum number of attempts that will be made for a given instance build/move operation. It limits the number of alternate hosts returned by the scheduler. When that list of hosts is exhausted, a MaxRetriesExceeded exception is raised and the instance is set to an error state.",performance
discover_hosts_in_cells_interval,-1,Periodic task interval.,reliability
max_placement_results,1000,This setting determines the maximum limit on results received from the placement service during a scheduling operation. It effectively limits the number of hosts that may be considered for scheduling requests that match a large number of candidates.,reliability
workers,<None>,"Number of workers for the nova-scheduler service. The default will be the number of CPUs available if using the 'filter_scheduler' scheduler driver, otherwise the default will be 1.",performance
limit_tenants_to_placement_aggregate,FALSE,"This setting causes the scheduler to look up a host aggregate with the metadata key of filter_tenant_id set to the project of an incoming request, and request results from placement be limited to that aggregate. Multiple tenants may be added to a single aggregate by appending a serial number to the key, such as filter_tenant_id:123.",environment
placement_aggregate_required_for_tenants,FALSE,"This setting, when limit_tenants_to_placement_aggregate=True, will control whether or not a tenant with no aggregate affinity will be allowed to schedule to any available node. If aggregates are used to limit some tenants but not all, then this should be False. If all tenants should be confined via aggregate, then this should be True to prevent them from receiving unrestricted scheduling to any available node.",manageability
query_placement_for_availability_zone,FALSE,"This setting causes the scheduler to look up a host aggregate with the metadata key of availability_zone set to the value provided by an incoming request, and request results from placement be limited to that aggregate.",manageability
enabled,FALSE,Enable the serial console feature.,security
port_range,10000:20000,A range of TCP ports a guest can use for its backend.,environment
base_url,ws://127.0.0.1:6083/,The URL an end user would use to connect to the nova-serialproxy service.,environment
proxyclient_address,127.0.0.1,The IP address to which proxy clients (like nova-serialproxy) should connect to get the serial console of an instance.,environment
serialproxy_host,0.0.0.0,The IP address which is used by the nova-serialproxy service to listen for incoming requests.,environment
serialproxy_port,6083,The port number which is used by the nova-serialproxy service to listen for incoming requests.,environment
send_service_user_token,FALSE,"When True, if sending a user token to a REST API, also send a service token.",manageability
cafile,<None>,PEM encoded Certificate Authority to use when verifying HTTPs connections.,manageability
certfile,<None>,PEM encoded client certificate cert file,environment
keyfile,<None>,PEM encoded client certificate key file,environment
insecure,FALSE,Verify HTTPS connections.,manageability
timeout,<None>,Timeout value for http requests,reliability
collect_timing,FALSE,Collect per-API call timing information.,debuggability
split_loggers,FALSE,Log requests to multiple loggers.,debuggability
auth_type,<None>,Authentication type to load,security
auth_section,<None>,Config Section from which to load plugin specific options,environment
auth_url,<None>,Authentication URL,security
system_scope,<None>,Scope for system operations,environment
domain_id,<None>,Domain ID to scope to,environment
domain_name,<None>,Domain name to scope to,others
